Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Product_ID,Product_Name,Category,Sub_Category,Brand,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Payment_Method,Sales_Channel,Sales_Person,Customer_Type
O035972,2026-12-14,C00014,Customer_00135,Female,42,Delhi City,Delhi,North,P0153,Headphones,Electronics,Headphones,Boat,4,103.04,0,412.16,244.32,167.84,Debit Card,Online,Sales_02,Returning
O035973,2025-11-21,C01847,Customer_01232,Male,33,Madhya Pradesh City,Madhya Pradesh,Central,P0034,Oil,Grocery,Oil,LG,4,4012.83,30,11235.92,9966.19,1269.73,Cash,Offline,Sales_06,New
O035974,2025-07-29,C01220,Customer_01299,Female,50,Telangana City,Telangana,South,P0245,Sofa,Furniture,Sofa,LG,1,2727.43,20,2181.94,1350.46,831.48,Credit Card,Offline,Sales_13,New
O035975,2025-03-02,C00117,Customer_01415,Female,47,Madhya Pradesh City,Madhya Pradesh,Central,P0125,Chair,Furniture,Chair,Philips,5,4088.19,15,17374.81,13974.06,3400.75,Credit Card,Offline,Sales_23,Returning
O035976,2026-06-03,C00606,Customer_01333,Male,61,West Bengal City,West Bengal,East,P0055,Jeans,Clothing,Jeans,Dell,4,2432.83,0,9731.32,8004.74,1726.58,Cash,Offline,Sales_13,Returning
O035977,2025-11-03,C01178,Customer_01718,Female,56,Punjab City,Punjab,North,P0163,Snacks,Grocery,Snacks,Puma,2,842.21,15,1431.76,789.15,642.61,UPI,Offline,Sales_11,New
O035978,2025-05-15,C00306,Customer_00975,Male,35,Tamil Nadu City,Tamil Nadu,South,P0148,Chair,Furniture,Chair,Adidas,3,4484.0,30,9416.4,7678.36,1738.04,UPI,Offline,Sales_14,New
O035979,2026-10-04,C00002,Customer_01143,Female,57,Gujarat City,Gujarat,West,P0297,Jeans,Clothing,Jeans,Apple,4,4716.51,30,13206.23,11881.25,1324.98,Debit Card,Online,Sales_10,New
O035980,2026-12-29,C01694,Customer_01398,Male,24,Bihar City,Bihar,East,P0326,Snacks,Grocery,Snacks,Samsung,5,2769.47,0,13847.35,12233.93,1613.42,Credit Card,Online,Sales_16,New
O035981,2025-10-03,C01295,Customer_01977,Male,28,Haryana City,Haryana,North,P0260,Laptop,Electronics,Laptop,HP,2,3587.89,5,6816.99,5547.45,1269.54,Credit Card,Offline,Sales_10,Returning
O035982,2025-07-05,C00593,Customer_01044,Male,41,Odisha City,Odisha,East,P0028,Table,Furniture,Table,Nike,2,3896.98,25,5845.47,4603.57,1241.9,Debit Card,Offline,Sales_21,New
O035983,2026-12-17,C01120,Customer_01631,Male,18,Madhya Pradesh City,Madhya Pradesh,Central,P0140,Lamp,Home,Lamp,Sony,5,446.89,20,1787.56,1560.47,227.09,Debit Card,Online,Sales_20,Returning
O035984,2025-06-06,C00490,Customer_00776,Male,46,Maharashtra City,Maharashtra,West,P0481,Snacks,Grocery,Snacks,Boat,5,1677.56,20,6710.24,4439.55,2270.69,Debit Card,Online,Sales_16,Returning
O035985,2026-08-27,C01298,Customer_00633,Male,44,Karnataka City,Karnataka,South,P0264,Football,Sports,Football,Apple,2,2713.51,30,3798.91,2702.72,1096.19,Net Banking,Offline,Sales_25,New
O035986,2026-01-28,C00720,Customer_01471,Male,43,Punjab City,Punjab,North,P0382,Mixer,Home,Mixer,Apple,5,4830.6,10,21737.7,17192.57,4545.13,Debit Card,Offline,Sales_16,Returning
O035987,2026-04-24,C01944,Customer_01816,Female,43,Kerala City,Kerala,South,P0335,Jacket,Clothing,Jacket,Puma,4,249.61,30,698.91,519.49,179.42,Cash,Offline,Sales_09,Returning
O035988,2026-11-22,C00563,Customer_00319,Female,35,Uttar Pradesh City,Uttar Pradesh,North,P0277,Shirt,Clothing,Shirt,Apple,1,1854.41,0,1854.41,1333.8,520.61,Net Banking,Online,Sales_14,New
O035989,2026-01-05,C01918,Customer_01698,Female,49,Tamil Nadu City,Tamil Nadu,South,P0117,Sofa,Furniture,Sofa,Nike,2,3220.45,20,5152.72,3726.02,1426.7,UPI,Online,Sales_07,New
O035990,2026-06-15,C00523,Customer_01057,Male,32,West Bengal City,West Bengal,East,P0167,Mixer,Home,Mixer,Boat,5,409.12,25,1534.2,1337.59,196.61,Net Banking,Online,Sales_21,Returning
O035991,2026-03-13,C00455,Customer_01495,Male,57,Madhya Pradesh City,Madhya Pradesh,Central,P0342,Snacks,Grocery,Snacks,LG,3,4917.79,5,14015.7,8441.51,5574.19,Net Banking,Offline,Sales_04,New
O035992,2025-12-09,C01507,Customer_01452,Male,61,Haryana City,Haryana,North,P0203,Rice,Grocery,Rice,Nike,4,3093.03,0,12372.12,8625.59,3746.53,UPI,Online,Sales_21,New
O035993,2026-07-21,C01943,Customer_01712,Female,47,Bihar City,Bihar,East,P0238,Lamp,Home,Lamp,Nike,3,4005.94,15,10215.15,7459.02,2756.13,Debit Card,Offline,Sales_02,New
O035994,2025-10-12,C01659,Customer_00890,Female,32,Delhi City,Delhi,North,P0098,Mobile,Electronics,Mobile,Puma,3,4905.15,30,10300.81,7619.47,2681.34,Cash,Online,Sales_16,New
O035995,2026-11-15,C00882,Customer_01430,Female,42,Gujarat City,Gujarat,West,P0487,Chair,Furniture,Chair,Puma,3,3341.42,10,9021.83,5700.97,3320.86,Credit Card,Online,Sales_15,New
O035996,2025-05-04,C00631,Customer_01771,Male,29,Telangana City,Telangana,South,P0176,Mixer,Home,Mixer,Samsung,2,4466.02,20,7145.63,4813.36,2332.27,UPI,Online,Sales_19,Returning
O035997,2025-02-11,C01154,Customer_01559,Male,64,Maharashtra City,Maharashtra,West,P0442,Rice,Grocery,Rice,Samsung,5,4960.64,0,24803.2,13847.35,10955.85,Debit Card,Online,Sales_02,New
O035998,2026-12-28,C00971,Customer_01234,Male,61,Karnataka City,Karnataka,South,P0141,Mobile,Electronics,Mobile,Adidas,5,2764.71,0,13823.55,7768.51,6055.04,UPI,Offline,Sales_11,Returning
O035999,2026-06-28,C01688,Customer_00596,Male,51,Assam City,Assam,East,P0236,Jacket,Clothing,Jacket,LG,1,3494.91,30,2446.44,1632.46,813.98,Debit Card,Offline,Sales_02,Returning
O036000,2025-08-10,C01945,Customer_01494,Male,37,Bihar City,Bihar,East,P0069,Table,Furniture,Table,Ikea,3,2087.81,5,5950.26,4348.49,1601.77,Net Banking,Offline,Sales_01,New
O036001,2026-11-22,C01619,Customer_01301,Female,58,Assam City,Assam,East,P0212,Lamp,Home,Lamp,Ikea,3,4129.38,25,9291.1,5784.71,3506.39,Debit Card,Online,Sales_19,New
O036002,2025-07-11,C00531,Customer_01822,Male,60,Andhra Pradesh City,Andhra Pradesh,South,P0299,Shirt,Clothing,Shirt,Philips,1,1945.18,30,1361.63,918.63,443.0,Debit Card,Offline,Sales_22,New
O036003,2026-08-08,C00134,Customer_00440,Male,45,Tamil Nadu City,Tamil Nadu,South,P0120,Headphones,Electronics,Headphones,Philips,1,4280.95,30,2996.66,2043.2,953.46,Cash,Offline,Sales_12,Returning
O036004,2025-01-26,C00875,Customer_01240,Male,48,Bihar City,Bihar,East,P0285,Lamp,Home,Lamp,Apple,1,4845.9,20,3876.72,2252.77,1623.95,Net Banking,Offline,Sales_05,Returning
O036005,2025-10-11,C01429,Customer_01996,Male,19,Haryana City,Haryana,North,P0372,Snacks,Grocery,Snacks,HP,4,4041.77,30,11316.96,9383.9,1933.06,Credit Card,Offline,Sales_08,New
O036006,2026-10-06,C00933,Customer_00182,Male,56,Gujarat City,Gujarat,West,P0324,Snacks,Grocery,Snacks,Samsung,3,1001.14,5,2853.25,2211.58,641.67,UPI,Online,Sales_18,New
O036007,2025-06-06,C01293,Customer_00828,Female,49,Punjab City,Punjab,North,P0257,Sofa,Furniture,Sofa,Philips,4,3467.7,0,13870.8,9586.5,4284.3,Net Banking,Offline,Sales_21,New
O036008,2026-02-23,C00515,Customer_01671,Male,33,Odisha City,Odisha,East,P0217,Chair,Furniture,Chair,Nike,5,573.18,25,2149.42,1905.27,244.15,Cash,Online,Sales_16,Returning
O036009,2026-03-26,C00892,Customer_00264,Male,21,Tamil Nadu City,Tamil Nadu,South,P0311,Jacket,Clothing,Jacket,LG,3,281.11,0,843.33,588.62,254.71,Debit Card,Offline,Sales_02,New
O036010,2026-02-12,C00078,Customer_00635,Male,33,Haryana City,Haryana,North,P0471,Sofa,Furniture,Sofa,Philips,4,4018.14,20,12858.05,9206.08,3651.97,Credit Card,Online,Sales_21,New
O036011,2026-05-18,C01662,Customer_01340,Female,46,Maharashtra City,Maharashtra,West,P0311,Oil,Grocery,Oil,Dell,1,3751.36,15,3188.66,2730.8,457.86,UPI,Online,Sales_16,New
O036012,2026-08-20,C00971,Customer_01389,Male,62,West Bengal City,West Bengal,East,P0233,Jacket,Clothing,Jacket,Philips,3,559.78,10,1511.41,1224.79,286.62,Debit Card,Offline,Sales_01,Returning
O036013,2026-11-02,C01764,Customer_01924,Male,40,Haryana City,Haryana,North,P0236,Yoga Mat,Sports,Yoga Mat,Philips,5,4338.41,25,16269.04,14257.73,2011.31,Credit Card,Offline,Sales_03,New
O036014,2025-01-07,C00270,Customer_01352,Male,58,Kerala City,Kerala,South,P0294,Headphones,Electronics,Headphones,Ikea,5,3762.09,20,15048.36,9798.84,5249.52,Credit Card,Offline,Sales_18,Returning
O036015,2025-01-28,C00095,Customer_00359,Female,50,Kerala City,Kerala,South,P0043,Curtains,Home,Curtains,LG,3,2530.16,5,7210.96,5341.95,1869.01,Debit Card,Online,Sales_12,Returning
O036016,2025-09-29,C01959,Customer_01378,Female,33,Jharkhand City,Jharkhand,East,P0472,Curtains,Home,Curtains,Puma,2,4340.68,10,7813.22,4390.79,3422.43,Credit Card,Offline,Sales_12,New
O036017,2025-03-01,C00331,Customer_00184,Female,51,West Bengal City,West Bengal,East,P0078,Mixer,Home,Mixer,Sony,2,3870.58,30,5418.81,3365.59,2053.22,UPI,Online,Sales_25,New
O036018,2025-12-19,C01633,Customer_01728,Female,56,Andhra Pradesh City,Andhra Pradesh,South,P0052,Table,Furniture,Table,Philips,3,3322.09,20,7973.02,5790.06,2182.96,Debit Card,Online,Sales_11,Returning
O036019,2026-10-12,C00098,Customer_00178,Male,64,Jharkhand City,Jharkhand,East,P0085,Sofa,Furniture,Sofa,Ikea,2,3598.72,30,5038.21,3528.54,1509.67,Credit Card,Online,Sales_13,New
O036020,2026-02-06,C01178,Customer_01318,Male,26,Telangana City,Telangana,South,P0433,Jacket,Clothing,Jacket,Boat,4,4186.12,20,13395.58,9315.17,4080.41,Credit Card,Online,Sales_05,Returning
O036021,2026-04-03,C01050,Customer_01371,Male,61,Jharkhand City,Jharkhand,East,P0018,Rice,Grocery,Rice,Boat,1,410.38,20,328.3,294.46,33.84,UPI,Offline,Sales_07,New
O036022,2025-03-08,C01535,Customer_01180,Female,57,Telangana City,Telangana,South,P0028,Mixer,Home,Mixer,Boat,4,3732.06,20,11942.59,6837.85,5104.74,Net Banking,Offline,Sales_12,New
O036023,2025-03-26,C00198,Customer_00126,Female,40,Gujarat City,Gujarat,West,P0070,Lamp,Home,Lamp,Samsung,1,1240.77,0,1240.77,916.42,324.35,Cash,Online,Sales_09,New
O036024,2026-08-15,C01268,Customer_00477,Male,57,Delhi City,Delhi,North,P0120,Yoga Mat,Sports,Yoga Mat,Apple,4,3306.79,25,9920.37,5925.36,3995.01,Credit Card,Online,Sales_13,New
O036025,2025-10-02,C00559,Customer_00494,Male,54,Jharkhand City,Jharkhand,East,P0430,Curtains,Home,Curtains,Ikea,5,2587.61,10,11644.25,8706.92,2937.33,Cash,Online,Sales_18,Returning
O036026,2025-04-15,C00891,Customer_00633,Male,44,Odisha City,Odisha,East,P0330,Football,Sports,Football,Adidas,1,1565.13,20,1252.1,885.1,367.0,Cash,Online,Sales_11,New
O036027,2026-12-05,C00606,Customer_00636,Female,50,Telangana City,Telangana,South,P0389,Table,Furniture,Table,Adidas,3,3818.73,10,10310.57,9121.88,1188.69,UPI,Online,Sales_06,New
O036028,2025-09-11,C01394,Customer_00832,Female,53,Jharkhand City,Jharkhand,East,P0127,Football,Sports,Football,Philips,2,465.12,0,930.24,634.12,296.12,Credit Card,Offline,Sales_20,New
O036029,2025-05-31,C00151,Customer_01693,Female,31,Kerala City,Kerala,South,P0161,Snacks,Grocery,Snacks,Dell,4,1627.43,25,4882.29,3155.86,1726.43,Cash,Online,Sales_10,Returning
O036030,2026-11-17,C01525,Customer_00169,Female,20,Gujarat City,Gujarat,West,P0163,Sofa,Furniture,Sofa,Sony,5,4115.1,0,20575.5,16776.65,3798.85,Net Banking,Online,Sales_04,New
O036031,2025-11-25,C00555,Customer_01860,Male,50,Maharashtra City,Maharashtra,West,P0374,Shirt,Clothing,Shirt,Sony,3,3539.54,10,9556.76,8101.74,1455.02,Cash,Online,Sales_08,Returning
O036032,2026-01-16,C00659,Customer_01711,Female,30,Tamil Nadu City,Tamil Nadu,South,P0001,Lamp,Home,Lamp,Nike,5,1813.42,15,7707.03,6339.92,1367.11,Debit Card,Online,Sales_08,New
O036033,2025-07-04,C01394,Customer_00625,Male,61,Andhra Pradesh City,Andhra Pradesh,South,P0185,Laptop,Electronics,Laptop,Samsung,5,3819.0,15,16230.75,11091.34,5139.41,UPI,Online,Sales_15,Returning
O036034,2026-02-05,C00213,Customer_00360,Male,38,Maharashtra City,Maharashtra,West,P0058,Curtains,Home,Curtains,Philips,2,829.08,10,1492.34,848.26,644.08,Cash,Offline,Sales_21,New
O036035,2026-09-01,C01486,Customer_00047,Female,21,Chhattisgarh City,Chhattisgarh,Central,P0473,Jeans,Clothing,Jeans,Samsung,2,4808.44,0,9616.88,7912.36,1704.52,Credit Card,Online,Sales_23,Returning
O036036,2026-08-19,C01095,Customer_00490,Male,44,Assam City,Assam,East,P0055,Snacks,Grocery,Snacks,Philips,2,434.62,30,608.47,338.69,269.78,UPI,Offline,Sales_19,Returning
O036037,2026-03-23,C01896,Customer_01161,Female,64,Punjab City,Punjab,North,P0436,Laptop,Electronics,Laptop,Boat,1,786.26,15,668.32,509.05,159.27,UPI,Online,Sales_18,Returning
O036038,2025-04-09,C00950,Customer_00918,Female,58,Punjab City,Punjab,North,P0008,Curtains,Home,Curtains,Philips,5,2940.35,15,12496.49,7536.45,4960.04,Net Banking,Online,Sales_02,Returning
O036039,2026-07-24,C00377,Customer_00085,Female,61,Punjab City,Punjab,North,P0042,Mobile,Electronics,Mobile,HP,3,4683.92,30,9836.23,7547.59,2288.64,Cash,Online,Sales_24,Returning
O036040,2025-01-15,C00588,Customer_00476,Male,45,Haryana City,Haryana,North,P0331,Curtains,Home,Curtains,LG,1,1385.89,20,1108.71,881.55,227.16,UPI,Offline,Sales_04,New
O036041,2025-10-03,C00060,Customer_00951,Female,40,Tamil Nadu City,Tamil Nadu,South,P0258,Oil,Grocery,Oil,Nike,4,3685.42,25,11056.26,6221.97,4834.29,Net Banking,Online,Sales_16,Returning
O036042,2025-01-28,C01056,Customer_00447,Male,65,Haryana City,Haryana,North,P0045,Table,Furniture,Table,Apple,3,4235.99,15,10801.77,9063.08,1738.69,UPI,Offline,Sales_01,New
O036043,2026-05-10,C00688,Customer_01239,Male,39,Haryana City,Haryana,North,P0086,Curtains,Home,Curtains,Adidas,5,159.71,5,758.62,604.68,153.94,Credit Card,Online,Sales_11,Returning
O036044,2026-03-01,C01906,Customer_00609,Female,43,Bihar City,Bihar,East,P0475,Jacket,Clothing,Jacket,Ikea,2,995.07,0,1990.14,1197.67,792.47,Net Banking,Online,Sales_17,New
O036045,2026-09-13,C00782,Customer_01539,Male,30,Odisha City,Odisha,East,P0382,Chair,Furniture,Chair,Samsung,1,2476.22,20,1980.98,1411.21,569.77,UPI,Offline,Sales_05,New
O036046,2026-03-18,C00432,Customer_01892,Male,64,Telangana City,Telangana,South,P0196,Jeans,Clothing,Jeans,Dell,5,4743.23,20,18972.92,13329.77,5643.15,Net Banking,Online,Sales_02,New
O036047,2026-10-01,C00387,Customer_01463,Male,26,Odisha City,Odisha,East,P0079,Lamp,Home,Lamp,HP,1,618.46,5,587.54,463.03,124.51,UPI,Offline,Sales_11,Returning
O036048,2026-04-10,C01270,Customer_00243,Female,48,Andhra Pradesh City,Andhra Pradesh,South,P0423,Chair,Furniture,Chair,Puma,1,3625.95,5,3444.65,2890.17,554.48,Debit Card,Online,Sales_02,New
O036049,2026-10-02,C00164,Customer_01919,Male,47,Haryana City,Haryana,North,P0147,Headphones,Electronics,Headphones,Sony,3,3437.92,15,8766.7,7885.67,881.03,Debit Card,Offline,Sales_23,Returning
O036050,2025-10-22,C00164,Customer_00490,Female,41,Maharashtra City,Maharashtra,West,P0168,Mixer,Home,Mixer,LG,5,4725.25,5,22444.94,15601.28,6843.66,Cash,Offline,Sales_18,New
O036051,2026-01-19,C01232,Customer_01765,Female,58,Rajasthan City,Rajasthan,North,P0014,Rice,Grocery,Rice,Apple,5,2816.14,20,11264.56,6698.14,4566.42,Net Banking,Online,Sales_17,New
O036052,2025-11-29,C01051,Customer_01754,Female,52,Uttarakhand City,Uttarakhand,North,P0065,Table,Furniture,Table,Ikea,3,4448.49,30,9341.83,8336.69,1005.14,UPI,Offline,Sales_24,Returning
O036053,2026-06-09,C01556,Customer_01141,Female,38,West Bengal City,West Bengal,East,P0148,Snacks,Grocery,Snacks,Adidas,2,924.87,15,1572.28,1139.02,433.26,Net Banking,Offline,Sales_04,New
O036054,2026-12-18,C01059,Customer_01522,Male,37,West Bengal City,West Bengal,East,P0347,Laptop,Electronics,Laptop,Sony,5,204.72,20,818.88,614.51,204.37,Credit Card,Offline,Sales_09,New
O036055,2025-08-11,C01434,Customer_01615,Female,59,Odisha City,Odisha,East,P0062,Table,Furniture,Table,Sony,5,260.01,25,975.04,608.5,366.54,Cash,Online,Sales_03,New
O036056,2025-05-08,C00289,Customer_01733,Female,28,Madhya Pradesh City,Madhya Pradesh,Central,P0053,Chair,Furniture,Chair,Dell,4,4886.6,20,15637.12,11496.08,4141.04,Debit Card,Online,Sales_20,Returning
O036057,2026-04-21,C00660,Customer_00647,Female,25,Punjab City,Punjab,North,P0204,Curtains,Home,Curtains,Adidas,2,373.87,30,523.42,365.56,157.86,Cash,Offline,Sales_20,New
O036058,2026-12-10,C01306,Customer_01785,Male,36,Rajasthan City,Rajasthan,North,P0052,Shirt,Clothing,Shirt,Nike,5,171.39,15,728.41,449.56,278.85,Credit Card,Online,Sales_07,Returning
O036059,2025-10-16,C01444,Customer_00975,Male,19,Odisha City,Odisha,East,P0210,Mixer,Home,Mixer,Adidas,5,3899.6,15,16573.3,11962.74,4610.56,Debit Card,Online,Sales_18,Returning
O036060,2025-03-01,C00271,Customer_01495,Male,27,Telangana City,Telangana,South,P0042,Snacks,Grocery,Snacks,Philips,3,4217.0,0,12651.0,6979.69,5671.31,Debit Card,Offline,Sales_06,Returning
O036061,2026-09-08,C01764,Customer_00645,Female,50,West Bengal City,West Bengal,East,P0009,Jacket,Clothing,Jacket,LG,1,890.08,15,756.57,559.12,197.45,Cash,Online,Sales_21,New
O036062,2026-05-03,C01881,Customer_01872,Female,53,Uttar Pradesh City,Uttar Pradesh,North,P0037,Yoga Mat,Sports,Yoga Mat,Philips,2,275.61,5,523.66,343.09,180.57,Net Banking,Online,Sales_25,New
O036063,2026-05-22,C00435,Customer_01962,Female,39,Andhra Pradesh City,Andhra Pradesh,South,P0215,Headphones,Electronics,Headphones,HP,2,4562.96,25,6844.44,4990.54,1853.9,UPI,Offline,Sales_17,Returning
O036064,2026-06-30,C01860,Customer_01399,Female,28,Gujarat City,Gujarat,West,P0087,Cricket Bat,Sports,Cricket Bat,HP,3,4670.24,10,12609.65,9288.54,3321.11,Net Banking,Online,Sales_16,Returning
O036065,2026-01-23,C01686,Customer_00475,Female,35,Punjab City,Punjab,North,P0096,Yoga Mat,Sports,Yoga Mat,Ikea,4,1651.25,20,5284.0,4113.07,1170.93,Debit Card,Offline,Sales_08,New
O036066,2025-04-17,C00762,Customer_01497,Female,25,Madhya Pradesh City,Madhya Pradesh,Central,P0325,Mobile,Electronics,Mobile,Puma,1,4206.01,30,2944.21,2284.61,659.6,Cash,Online,Sales_24,New
O036067,2026-07-14,C01050,Customer_00193,Male,18,Gujarat City,Gujarat,West,P0236,Sofa,Furniture,Sofa,Samsung,4,4366.3,25,13098.9,9025.4,4073.5,Debit Card,Online,Sales_25,Returning
O036068,2026-02-25,C00868,Customer_00486,Male,25,Bihar City,Bihar,East,P0200,Laptop,Electronics,Laptop,Boat,5,3808.0,5,18088.0,13698.61,4389.39,UPI,Offline,Sales_05,New
O036069,2026-07-21,C00397,Customer_01142,Male,33,Telangana City,Telangana,South,P0052,Table,Furniture,Table,Samsung,3,4804.37,15,12251.14,10827.83,1423.31,Credit Card,Offline,Sales_01,New
O036070,2026-01-27,C01620,Customer_00359,Male,30,Maharashtra City,Maharashtra,West,P0074,Sofa,Furniture,Sofa,Philips,4,2166.02,0,8664.08,6080.21,2583.87,Net Banking,Offline,Sales_04,Returning
O036071,2026-10-26,C01803,Customer_01283,Male,63,Andhra Pradesh City,Andhra Pradesh,South,P0154,Curtains,Home,Curtains,Dell,1,4395.43,30,3076.8,2389.76,687.04,Net Banking,Online,Sales_21,Returning
O036072,2025-02-19,C01527,Customer_00163,Male,48,West Bengal City,West Bengal,East,P0108,Laptop,Electronics,Laptop,Ikea,4,3602.74,20,11528.77,8840.11,2688.66,Debit Card,Offline,Sales_16,New
O036073,2026-06-02,C01750,Customer_01430,Female,31,Rajasthan City,Rajasthan,North,P0005,Mixer,Home,Mixer,Samsung,4,4729.16,15,16079.14,13231.83,2847.31,Net Banking,Offline,Sales_02,Returning
O036074,2026-04-25,C01804,Customer_00996,Female,29,Andhra Pradesh City,Andhra Pradesh,South,P0468,Table,Furniture,Table,Philips,5,638.96,30,2236.36,1981.78,254.58,UPI,Online,Sales_24,New
O036075,2026-06-16,C00061,Customer_01549,Male,34,Madhya Pradesh City,Madhya Pradesh,Central,P0020,Sofa,Furniture,Sofa,Dell,5,3615.32,15,15365.11,9220.53,6144.58,Credit Card,Offline,Sales_06,Returning
O036076,2026-02-01,C00645,Customer_01474,Female,26,Haryana City,Haryana,North,P0460,Curtains,Home,Curtains,Apple,5,4049.49,30,14173.21,8549.35,5623.86,Net Banking,Offline,Sales_03,Returning
O036077,2025-04-11,C01726,Customer_01272,Male,32,Chhattisgarh City,Chhattisgarh,Central,P0127,Jeans,Clothing,Jeans,Adidas,5,454.99,15,1933.71,1202.62,731.09,UPI,Offline,Sales_20,New
O036078,2025-09-10,C01022,Customer_00437,Female,65,Rajasthan City,Rajasthan,North,P0186,Rice,Grocery,Rice,Samsung,3,2370.2,0,7110.6,6274.11,836.49,Cash,Offline,Sales_17,Returning
O036079,2026-06-30,C00640,Customer_00237,Male,26,Telangana City,Telangana,South,P0345,Table,Furniture,Table,Adidas,4,3442.3,5,13080.74,10852.83,2227.91,UPI,Online,Sales_17,New
O036080,2026-11-29,C01200,Customer_01945,Male,19,West Bengal City,West Bengal,East,P0165,Jacket,Clothing,Jacket,Adidas,1,1301.53,10,1171.38,671.99,499.39,Debit Card,Online,Sales_06,New
O036081,2026-09-14,C01074,Customer_01355,Male,55,Bihar City,Bihar,East,P0423,Rice,Grocery,Rice,Ikea,5,164.24,0,821.2,660.37,160.83,Debit Card,Offline,Sales_03,Returning
O036082,2025-01-05,C01843,Customer_01791,Female,20,Odisha City,Odisha,East,P0295,Headphones,Electronics,Headphones,Boat,4,2948.82,25,8846.46,6778.95,2067.51,Credit Card,Online,Sales_07,Returning
O036083,2026-10-12,C00062,Customer_00242,Female,47,Andhra Pradesh City,Andhra Pradesh,South,P0310,Headphones,Electronics,Headphones,Apple,3,1915.97,25,4310.93,3814.51,496.42,Cash,Offline,Sales_18,New
O036084,2025-11-21,C01601,Customer_00491,Male,26,Jharkhand City,Jharkhand,East,P0184,Football,Sports,Football,Nike,1,2009.54,30,1406.68,958.78,447.9,UPI,Online,Sales_06,Returning
O036085,2026-09-29,C00456,Customer_01722,Male,52,Odisha City,Odisha,East,P0337,Jeans,Clothing,Jeans,Apple,3,2408.83,15,6142.52,4302.45,1840.07,UPI,Offline,Sales_17,Returning
O036086,2025-09-13,C01603,Customer_00141,Female,34,West Bengal City,West Bengal,East,P0373,Lamp,Home,Lamp,Samsung,5,2226.18,10,10017.81,6463.91,3553.9,UPI,Online,Sales_14,Returning
O036087,2026-01-07,C01057,Customer_00452,Male,33,Delhi City,Delhi,North,P0434,Oil,Grocery,Oil,Philips,4,4117.95,5,15648.21,11023.99,4624.22,Cash,Online,Sales_11,Returning
O036088,2025-12-06,C01042,Customer_00868,Female,23,Bihar City,Bihar,East,P0079,Yoga Mat,Sports,Yoga Mat,Boat,5,4865.87,25,18247.01,14679.79,3567.22,Cash,Offline,Sales_23,New
O036089,2025-02-06,C01565,Customer_00069,Female,39,Chhattisgarh City,Chhattisgarh,Central,P0318,Jeans,Clothing,Jeans,LG,2,1074.45,20,1719.12,1154.27,564.85,Credit Card,Offline,Sales_07,New
O036090,2026-01-20,C01940,Customer_01580,Male,60,Odisha City,Odisha,East,P0100,Jeans,Clothing,Jeans,Philips,3,3590.57,15,9155.95,5711.61,3444.34,Debit Card,Online,Sales_22,New
O036091,2025-01-05,C00839,Customer_00052,Female,39,Assam City,Assam,East,P0147,Laptop,Electronics,Laptop,Nike,5,3035.46,20,12141.84,6786.82,5355.02,Debit Card,Offline,Sales_15,Returning
O036092,2025-07-09,C01698,Customer_00031,Male,22,Telangana City,Telangana,South,P0187,Lamp,Home,Lamp,HP,1,3776.06,10,3398.45,2563.95,834.5,UPI,Online,Sales_20,Returning
O036093,2026-03-17,C00086,Customer_00459,Female,51,Andhra Pradesh City,Andhra Pradesh,South,P0204,Shirt,Clothing,Shirt,LG,1,105.32,0,105.32,59.93,45.39,UPI,Offline,Sales_24,New
O036094,2026-01-24,C01371,Customer_00558,Male,45,Punjab City,Punjab,North,P0296,Chair,Furniture,Chair,Apple,2,2765.63,25,4148.44,2951.06,1197.38,Debit Card,Online,Sales_07,Returning
O036095,2025-06-21,C01331,Customer_01575,Male,64,Andhra Pradesh City,Andhra Pradesh,South,P0097,Jeans,Clothing,Jeans,Samsung,3,348.79,25,784.78,586.36,198.42,Cash,Offline,Sales_19,Returning
O036096,2026-07-25,C01674,Customer_00175,Female,65,Assam City,Assam,East,P0250,Yoga Mat,Sports,Yoga Mat,HP,2,1712.05,15,2910.48,1741.2,1169.28,Credit Card,Online,Sales_24,Returning
O036097,2025-12-03,C00164,Customer_01438,Male,60,Maharashtra City,Maharashtra,West,P0353,Headphones,Electronics,Headphones,HP,5,3363.38,15,14294.37,9206.23,5088.14,Net Banking,Offline,Sales_13,New
O036098,2025-03-09,C01991,Customer_00940,Female,30,West Bengal City,West Bengal,East,P0352,Curtains,Home,Curtains,Ikea,5,2774.71,20,11098.84,6724.63,4374.21,UPI,Online,Sales_18,Returning
O036099,2026-01-26,C00857,Customer_00067,Female,39,Gujarat City,Gujarat,West,P0450,Oil,Grocery,Oil,LG,4,3430.79,30,9606.21,5704.25,3901.96,Net Banking,Offline,Sales_16,New
O036100,2025-07-08,C00682,Customer_00858,Female,18,Kerala City,Kerala,South,P0067,Table,Furniture,Table,Ikea,1,1597.74,20,1278.19,855.02,423.17,Debit Card,Online,Sales_02,Returning
O036101,2025-10-21,C00022,Customer_00964,Female,49,Jharkhand City,Jharkhand,East,P0052,Mobile,Electronics,Mobile,LG,2,1427.89,30,1999.05,1555.04,444.01,Credit Card,Online,Sales_16,Returning
O036102,2025-06-20,C00619,Customer_00655,Male,40,Tamil Nadu City,Tamil Nadu,South,P0074,Yoga Mat,Sports,Yoga Mat,Nike,5,394.0,25,1477.5,1091.69,385.81,Cash,Offline,Sales_13,Returning
