Age,Tenure,MonthlyCharges,Contract,InternetService,PaymentMethod,SupportCalls,Churn
62,13,131.95,Month-to-month,DSL,Electronic check,8,Yes
40,50,61.73,One year,Fiber optic,Credit card,6,No
36,26,58.81,Two year,No,Credit card,9,No
75,15,141.8,Month-to-month,Fiber optic,Bank transfer,6,No
51,4,125.63,Month-to-month,Fiber optic,Credit card,10,Yes
63,11,89.47,Month-to-month,DSL,Credit card,0,No
65,51,57.56,Month-to-month,Fiber optic,Credit card,2,Yes
56,16,65.49,One year,No,Mailed check,0,Yes
63,44,62.87,Two year,Fiber optic,Bank transfer,4,No
77,44,91.67,Two year,Fiber optic,Credit card,4,No
48,11,108.2,One year,Fiber optic,Electronic check,10,No
71,32,132.6,Month-to-month,No,Electronic check,7,No
22,36,68.5,Month-to-month,Fiber optic,Mailed check,9,No
22,69,53.2,One year,Fiber optic,Electronic check,4,No
42,62,89.99,Month-to-month,DSL,Credit card,2,Yes
48,54,36.86,One year,Fiber optic,Electronic check,6,No
38,24,74.27,One year,Fiber optic,Credit card,0,No
73,8,119.64,One year,Fiber optic,Electronic check,1,No
19,21,77.42,Month-to-month,Fiber optic,Credit card,3,Yes
24,69,56.03,Month-to-month,Fiber optic,Mailed check,4,Yes
56,27,40.85,Month-to-month,Fiber optic,Credit card,1,No
22,55,54.7,Month-to-month,Fiber optic,Bank transfer,4,Yes
30,8,23.84,Month-to-month,No,Mailed check,1,No
71,2,81.87,Two year,No,Bank transfer,10,No
68,33,114.31,Month-to-month,Fiber optic,Bank transfer,4,No
66,65,32.6,Month-to-month,DSL,Mailed check,1,Yes
39,60,51.03,One year,DSL,Electronic check,7,Yes
28,47,147.44,Month-to-month,DSL,Credit card,8,No
37,13,79.11,Month-to-month,Fiber optic,Bank transfer,5,No
29,26,56.72,One year,DSL,Electronic check,3,No
32,16,40.94,Two year,No,Credit card,3,No
69,4,143.34,One year,Fiber optic,Electronic check,4,No
33,8,54.46,Month-to-month,DSL,Bank transfer,9,No
30,58,102.79,Month-to-month,Fiber optic,Mailed check,9,No
33,3,108.25,One year,DSL,Bank transfer,5,No
26,15,149.91,Month-to-month,DSL,Mailed check,1,No
71,27,86.2,Month-to-month,DSL,Electronic check,9,No
74,34,84.61,Two year,Fiber optic,Electronic check,7,Yes
30,65,29.61,One year,Fiber optic,Mailed check,7,Yes
67,69,123.0,Two year,DSL,Bank transfer,8,No
34,71,22.06,Month-to-month,Fiber optic,Bank transfer,3,No
43,55,113.53,Month-to-month,Fiber optic,Electronic check,1,No
79,7,44.26,One year,DSL,Credit card,4,No
56,40,70.76,One year,DSL,Electronic check,6,No
68,56,106.32,One year,Fiber optic,Electronic check,10,Yes
44,27,108.66,Two year,Fiber optic,Mailed check,8,No
56,63,81.93,One year,Fiber optic,Bank transfer,10,No
35,48,65.05,Month-to-month,DSL,Electronic check,0,No
63,45,111.21,Two year,DSL,Credit card,0,Yes
79,43,111.89,One year,DSL,Credit card,3,No
27,20,140.17,One year,Fiber optic,Bank transfer,8,No
51,17,71.55,Month-to-month,Fiber optic,Mailed check,2,Yes
34,7,57.3,Month-to-month,DSL,Electronic check,5,No
57,58,114.95,Month-to-month,No,Bank transfer,2,No
46,60,113.08,Month-to-month,DSL,Electronic check,0,No
43,8,30.05,Month-to-month,Fiber optic,Electronic check,0,No
42,13,141.69,One year,DSL,Electronic check,9,No
49,15,101.43,Month-to-month,Fiber optic,Bank transfer,9,No
30,45,106.57,Month-to-month,No,Mailed check,7,No
35,10,21.01,One year,No,Mailed check,0,Yes
22,3,28.59,Month-to-month,DSL,Credit card,4,Yes
44,44,53.59,Month-to-month,Fiber optic,Credit card,7,Yes
55,2,98.38,Month-to-month,DSL,Bank transfer,10,No
56,2,75.43,Two year,Fiber optic,Mailed check,1,No
31,3,53.88,One year,Fiber optic,Credit card,3,No
68,69,108.47,Month-to-month,Fiber optic,Mailed check,5,Yes
43,70,39.98,Two year,Fiber optic,Mailed check,0,No
67,45,24.86,Month-to-month,DSL,Bank transfer,10,No
68,31,46.68,Month-to-month,Fiber optic,Bank transfer,4,No
18,65,85.68,One year,DSL,Mailed check,1,No
20,6,136.59,Month-to-month,DSL,Electronic check,5,Yes
51,8,126.7,One year,Fiber optic,Electronic check,9,No
69,35,87.58,Two year,No,Credit card,0,No
41,15,125.91,One year,Fiber optic,Credit card,10,No
55,34,76.25,Two year,Fiber optic,Bank transfer,9,Yes
55,55,148.6,Two year,Fiber optic,Mailed check,1,No
65,1,135.03,Month-to-month,Fiber optic,Mailed check,3,No
72,61,144.04,Month-to-month,Fiber optic,Electronic check,3,No
53,64,113.52,Two year,Fiber optic,Credit card,4,Yes
66,19,103.74,Month-to-month,No,Electronic check,10,Yes
55,64,65.97,One year,DSL,Mailed check,5,No
38,52,44.21,One year,DSL,Credit card,10,No
53,21,146.26,Month-to-month,DSL,Credit card,1,No
63,61,39.06,Month-to-month,Fiber optic,Credit card,9,No
73,72,40.83,Two year,Fiber optic,Bank transfer,4,No
24,21,138.58,One year,No,Bank transfer,6,No
38,53,40.62,Two year,No,Electronic check,6,No
25,25,33.26,One year,Fiber optic,Electronic check,0,No
28,42,96.28,One year,DSL,Electronic check,2,No
31,29,106.69,Two year,Fiber optic,Electronic check,5,No
73,1,105.48,Month-to-month,DSL,Electronic check,3,No
42,55,87.43,Two year,Fiber optic,Mailed check,1,No
74,0,41.39,Two year,DSL,Electronic check,0,No
49,25,69.11,Month-to-month,Fiber optic,Bank transfer,9,Yes
19,47,112.48,Two year,Fiber optic,Mailed check,1,No
42,7,58.9,Month-to-month,No,Bank transfer,0,No
63,20,39.88,Month-to-month,Fiber optic,Electronic check,1,Yes
56,40,60.44,Month-to-month,DSL,Electronic check,0,No
40,22,34.73,One year,Fiber optic,Bank transfer,3,Yes
25,3,53.13,Month-to-month,Fiber optic,Bank transfer,2,No
64,41,76.24,Month-to-month,Fiber optic,Mailed check,8,No
50,40,96.36,Two year,DSL,Bank transfer,1,Yes
67,0,112.16,Month-to-month,No,Electronic check,5,Yes
34,21,106.97,One year,DSL,Mailed check,8,No
27,39,36.32,Two year,DSL,Electronic check,2,Yes
40,50,84.18,One year,DSL,Mailed check,3,No
32,17,37.6,Month-to-month,DSL,Electronic check,3,No
49,13,58.29,Two year,No,Electronic check,5,No
49,21,115.27,Month-to-month,No,Bank transfer,6,No
26,54,70.7,Month-to-month,No,Electronic check,2,No
46,20,149.47,Month-to-month,DSL,Electronic check,10,No
42,67,138.69,Two year,Fiber optic,Mailed check,8,Yes
50,4,63.36,Month-to-month,No,Electronic check,5,No
65,54,106.02,One year,No,Bank transfer,9,No
46,70,71.51,Month-to-month,DSL,Electronic check,8,No
35,21,104.54,Two year,No,Bank transfer,6,No
74,21,41.62,One year,Fiber optic,Mailed check,8,No
65,39,20.25,One year,DSL,Electronic check,9,Yes
77,48,108.12,One year,No,Credit card,0,No
32,61,53.76,Month-to-month,DSL,Electronic check,3,No
56,65,44.65,Month-to-month,DSL,Mailed check,1,Yes
64,57,81.89,Month-to-month,DSL,Electronic check,0,Yes
73,26,117.33,Two year,Fiber optic,Credit card,10,No
30,4,40.62,One year,Fiber optic,Electronic check,2,No
33,36,57.06,Month-to-month,DSL,Bank transfer,3,No
76,4,39.34,One year,Fiber optic,Bank transfer,3,No
53,55,27.05,Month-to-month,Fiber optic,Electronic check,9,No
27,8,69.78,Month-to-month,Fiber optic,Electronic check,9,No
29,6,81.03,One year,DSL,Mailed check,6,No
79,33,57.4,Month-to-month,DSL,Electronic check,10,Yes
73,43,122.64,Month-to-month,DSL,Electronic check,4,No
32,13,57.33,Month-to-month,DSL,Bank transfer,5,No
52,42,76.9,Month-to-month,DSL,Mailed check,0,No
62,51,44.59,One year,DSL,Mailed check,2,No
45,10,80.14,Month-to-month,DSL,Mailed check,1,Yes
36,65,28.9,Month-to-month,Fiber optic,Bank transfer,3,No
61,13,118.43,Two year,DSL,Credit card,3,Yes
23,1,121.77,Month-to-month,DSL,Credit card,2,Yes
30,67,26.62,Month-to-month,DSL,Bank transfer,6,Yes
19,54,99.25,Month-to-month,Fiber optic,Mailed check,7,Yes
73,54,59.81,One year,Fiber optic,Electronic check,4,No
27,2,66.08,Month-to-month,Fiber optic,Electronic check,1,Yes
71,35,112.19,Two year,Fiber optic,Electronic check,2,No
43,5,67.11,Two year,Fiber optic,Credit card,7,No
24,57,97.59,Month-to-month,DSL,Bank transfer,9,Yes
53,31,128.17,One year,Fiber optic,Electronic check,7,No
37,64,89.17,Two year,DSL,Electronic check,2,No
47,72,131.88,Two year,DSL,Credit card,1,Yes
78,22,75.42,One year,Fiber optic,Credit card,5,No
57,21,79.9,Month-to-month,Fiber optic,Bank transfer,8,No
19,71,127.53,Month-to-month,DSL,Credit card,10,No
23,37,146.5,One year,DSL,Bank transfer,2,No
65,52,120.52,Two year,DSL,Mailed check,10,Yes
59,71,68.6,Two year,Fiber optic,Mailed check,10,Yes
48,30,127.83,Month-to-month,DSL,Mailed check,0,No
66,45,64.43,Month-to-month,DSL,Electronic check,6,Yes
31,56,120.81,Two year,Fiber optic,Credit card,0,Yes
32,26,112.54,Month-to-month,DSL,Bank transfer,0,No
43,48,42.82,Two year,DSL,Electronic check,6,No
67,23,127.79,Month-to-month,Fiber optic,Bank transfer,1,No
78,56,146.5,One year,DSL,Bank transfer,5,No
33,20,70.9,Month-to-month,Fiber optic,Credit card,7,No
56,35,112.67,Month-to-month,DSL,Credit card,0,No
45,6,73.56,Two year,Fiber optic,Credit card,0,No
72,63,109.82,Month-to-month,DSL,Mailed check,7,Yes
67,7,89.32,One year,DSL,Bank transfer,5,Yes
28,2,68.72,Two year,No,Electronic check,1,No
60,53,43.56,Two year,Fiber optic,Bank transfer,10,No
19,13,31.1,One year,DSL,Bank transfer,3,No
49,40,144.86,Month-to-month,No,Credit card,8,No
34,72,103.91,Month-to-month,No,Bank transfer,6,No
40,9,90.2,Month-to-month,DSL,Credit card,2,Yes
38,16,59.67,Two year,Fiber optic,Mailed check,3,No
52,29,103.36,One year,Fiber optic,Electronic check,9,No
70,58,70.86,Month-to-month,Fiber optic,Electronic check,2,Yes
50,17,33.91,One year,No,Electronic check,3,No
71,70,80.15,Month-to-month,DSL,Bank transfer,3,No
78,30,95.99,One year,Fiber optic,Bank transfer,6,No
31,51,42.76,One year,Fiber optic,Mailed check,7,No
69,45,50.21,Month-to-month,Fiber optic,Electronic check,9,No
31,34,139.24,Month-to-month,Fiber optic,Bank transfer,2,No
25,9,64.04,Month-to-month,DSL,Electronic check,5,No
30,30,106.56,Month-to-month,Fiber optic,Electronic check,10,No
43,52,123.52,Month-to-month,DSL,Electronic check,9,Yes
28,12,87.82,Two year,No,Mailed check,10,Yes
54,2,64.09,Month-to-month,Fiber optic,Electronic check,1,No
54,38,126.77,Month-to-month,Fiber optic,Electronic check,6,No
61,0,115.81,One year,Fiber optic,Electronic check,8,No
74,23,44.86,One year,Fiber optic,Electronic check,9,No
28,61,115.85,One year,DSL,Electronic check,8,Yes
78,16,114.5,Month-to-month,No,Electronic check,4,No
69,52,80.92,One year,DSL,Bank transfer,8,No
21,7,117.15,One year,No,Electronic check,9,No
57,6,105.41,Month-to-month,DSL,Credit card,4,Yes
34,27,53.15,Month-to-month,Fiber optic,Bank transfer,0,No
22,4,117.75,One year,No,Mailed check,5,No
60,51,122.18,Month-to-month,DSL,Credit card,8,Yes
21,60,53.09,Two year,DSL,Bank transfer,9,No
29,9,61.25,Month-to-month,DSL,Bank transfer,6,Yes
60,6,112.91,Month-to-month,Fiber optic,Mailed check,3,No
23,41,87.8,Month-to-month,No,Mailed check,1,No
64,54,46.44,Month-to-month,Fiber optic,Bank transfer,9,No
19,11,133.96,Month-to-month,Fiber optic,Electronic check,8,No
37,45,133.91,One year,DSL,Electronic check,3,No
33,21,50.2,Two year,DSL,Credit card,2,No
28,61,147.92,Month-to-month,Fiber optic,Electronic check,3,No
51,48,103.79,Month-to-month,No,Bank transfer,8,No
31,33,72.83,Month-to-month,Fiber optic,Electronic check,6,No
27,38,40.74,Month-to-month,Fiber optic,Credit card,8,No
42,42,143.94,One year,Fiber optic,Electronic check,7,No
48,25,87.35,Two year,Fiber optic,Electronic check,6,Yes
57,10,126.61,Month-to-month,DSL,Credit card,4,No
23,50,79.01,Month-to-month,No,Credit card,0,No
29,64,27.7,Month-to-month,No,Mailed check,10,No
21,40,118.29,Month-to-month,DSL,Electronic check,8,No
67,26,40.34,One year,DSL,Credit card,2,No
52,65,53.35,Month-to-month,No,Electronic check,10,No
33,16,147.35,Month-to-month,No,Credit card,10,Yes
50,30,138.06,One year,DSL,Credit card,2,No
68,2,64.46,Month-to-month,Fiber optic,Electronic check,1,No
65,46,26.96,Month-to-month,Fiber optic,Electronic check,1,No
75,33,37.36,Month-to-month,Fiber optic,Credit card,9,No
32,58,51.53,Two year,DSL,Electronic check,3,No
28,0,129.87,Two year,No,Bank transfer,1,No
65,48,141.71,Two year,DSL,Credit card,1,Yes
74,45,91.22,Month-to-month,DSL,Mailed check,10,No
28,35,97.38,Month-to-month,Fiber optic,Credit card,5,Yes
61,53,36.95,Month-to-month,DSL,Electronic check,3,Yes
53,4,34.73,Month-to-month,No,Credit card,0,No
73,8,33.0,Two year,DSL,Electronic check,3,Yes
29,63,48.64,Two year,No,Electronic check,1,No
39,34,73.23,One year,Fiber optic,Credit card,4,Yes
56,5,49.57,Two year,Fiber optic,Electronic check,1,No
71,33,119.77,Month-to-month,Fiber optic,Bank transfer,0,No
69,34,107.4,Month-to-month,DSL,Credit card,5,No
47,9,143.05,Month-to-month,DSL,Electronic check,3,No
40,16,122.03,Month-to-month,DSL,Electronic check,9,No
29,37,122.89,Month-to-month,No,Bank transfer,8,Yes
42,54,104.22,Month-to-month,Fiber optic,Electronic check,5,Yes
79,48,25.14,Month-to-month,No,Mailed check,10,No
32,49,109.35,Month-to-month,DSL,Credit card,1,No
76,51,115.28,One year,No,Bank transfer,4,Yes
35,15,22.19,One year,Fiber optic,Mailed check,0,Yes
25,9,127.68,Month-to-month,DSL,Electronic check,6,No
62,52,40.96,Two year,Fiber optic,Credit card,10,No
46,53,107.6,Month-to-month,DSL,Electronic check,9,No
63,25,66.54,Month-to-month,No,Bank transfer,9,Yes
79,48,146.92,One year,Fiber optic,Bank transfer,4,Yes
27,19,113.39,Month-to-month,Fiber optic,Credit card,3,No
52,11,121.09,Two year,Fiber optic,Mailed check,9,No
34,8,59.53,Two year,DSL,Electronic check,10,No
48,14,75.31,Two year,Fiber optic,Credit card,8,No
33,23,92.82,One year,DSL,Credit card,0,Yes
30,23,77.09,Two year,Fiber optic,Mailed check,10,No
50,70,141.74,One year,Fiber optic,Bank transfer,9,No
44,53,104.46,Month-to-month,Fiber optic,Credit card,2,No
65,12,119.51,Month-to-month,No,Bank transfer,8,No
48,23,116.56,Month-to-month,DSL,Electronic check,5,No
55,66,142.57,Month-to-month,No,Mailed check,9,Yes
62,55,31.39,Month-to-month,DSL,Credit card,7,No
21,69,61.09,Month-to-month,DSL,Bank transfer,10,Yes
45,48,38.39,One year,DSL,Bank transfer,6,No
50,39,46.16,Month-to-month,DSL,Mailed check,3,Yes
57,53,64.55,Month-to-month,Fiber optic,Bank transfer,4,No
20,45,43.78,Month-to-month,No,Bank transfer,0,No
24,5,143.26,Two year,Fiber optic,Electronic check,3,No
70,29,56.51,Two year,Fiber optic,Mailed check,1,Yes
65,32,84.14,Month-to-month,No,Electronic check,0,No
44,40,128.67,Month-to-month,Fiber optic,Mailed check,2,No
18,12,36.12,One year,No,Bank transfer,2,Yes
34,57,38.83,Two year,DSL,Credit card,7,No
57,5,46.23,One year,Fiber optic,Mailed check,9,No
60,68,27.62,Month-to-month,No,Mailed check,9,No
69,21,102.12,One year,Fiber optic,Electronic check,8,No
52,38,135.13,One year,No,Bank transfer,2,No
65,46,106.83,Month-to-month,DSL,Credit card,4,No
32,28,78.31,One year,Fiber optic,Credit card,7,No
27,52,142.23,One year,Fiber optic,Electronic check,2,No
38,3,106.46,Two year,Fiber optic,Electronic check,2,No
70,66,117.52,Month-to-month,Fiber optic,Bank transfer,4,No
72,27,98.74,Two year,Fiber optic,Bank transfer,1,No
22,52,36.27,Month-to-month,Fiber optic,Bank transfer,6,No
30,0,71.65,Month-to-month,DSL,Mailed check,2,No
22,6,76.68,Month-to-month,No,Electronic check,6,No
65,24,45.56,Month-to-month,No,Bank transfer,0,No
69,51,34.19,One year,DSL,Bank transfer,10,No
75,65,61.92,Month-to-month,Fiber optic,Mailed check,3,Yes
29,6,88.77,Two year,DSL,Electronic check,6,Yes
50,69,92.57,Two year,No,Mailed check,0,No
45,60,143.79,One year,No,Electronic check,7,No
78,63,127.41,Month-to-month,Fiber optic,Credit card,0,No
76,2,71.45,One year,No,Bank transfer,10,No
69,14,110.69,Month-to-month,DSL,Electronic check,5,Yes
30,40,67.42,Two year,DSL,Credit card,1,No
38,33,110.78,Two year,Fiber optic,Mailed check,1,No
66,59,125.33,Month-to-month,DSL,Bank transfer,0,No
55,72,65.21,One year,Fiber optic,Bank transfer,0,No
54,26,104.71,One year,Fiber optic,Bank transfer,7,No
22,47,92.1,Two year,DSL,Credit card,10,No
43,30,68.38,One year,No,Bank transfer,5,No
78,69,134.33,Month-to-month,Fiber optic,Electronic check,4,No
46,48,90.08,Month-to-month,No,Credit card,9,No
72,35,96.92,One year,Fiber optic,Bank transfer,0,No
43,23,69.78,Month-to-month,Fiber optic,Bank transfer,5,No
70,4,43.21,Month-to-month,Fiber optic,Bank transfer,1,No
69,69,127.29,Month-to-month,DSL,Electronic check,10,No
56,44,83.91,Month-to-month,DSL,Bank transfer,8,Yes
68,14,78.02,Two year,DSL,Electronic check,3,Yes
20,23,93.55,One year,DSL,Mailed check,10,No
41,2,131.41,One year,DSL,Electronic check,5,No
23,42,90.14,One year,Fiber optic,Electronic check,2,No
61,68,38.38,Month-to-month,Fiber optic,Electronic check,8,No
36,46,148.93,One year,DSL,Electronic check,1,No
50,33,30.39,One year,DSL,Bank transfer,10,No
70,28,61.29,Month-to-month,No,Credit card,9,No
64,59,129.81,Two year,No,Mailed check,9,No
59,59,28.71,Month-to-month,Fiber optic,Electronic check,2,No
21,49,73.29,Month-to-month,Fiber optic,Bank transfer,9,No
56,22,143.08,Month-to-month,DSL,Electronic check,8,No
38,57,74.64,Month-to-month,DSL,Bank transfer,10,No
79,17,59.74,Month-to-month,DSL,Mailed check,6,No
38,25,34.16,Month-to-month,Fiber optic,Mailed check,9,No
64,22,145.58,One year,Fiber optic,Electronic check,4,No
55,69,93.94,Month-to-month,Fiber optic,Electronic check,9,Yes
38,67,29.47,Month-to-month,DSL,Mailed check,2,Yes
30,19,113.55,Two year,No,Bank transfer,5,No
34,72,105.43,Month-to-month,Fiber optic,Credit card,10,No
50,45,114.47,Month-to-month,Fiber optic,Electronic check,10,No
72,61,59.66,Month-to-month,Fiber optic,Electronic check,2,Yes
78,38,77.69,Month-to-month,Fiber optic,Bank transfer,1,No
37,25,118.82,Month-to-month,Fiber optic,Mailed check,1,No
20,4,87.33,Two year,DSL,Electronic check,9,No
31,58,109.5,Month-to-month,Fiber optic,Electronic check,4,No
49,59,112.42,One year,DSL,Bank transfer,10,Yes
42,32,98.97,Two year,Fiber optic,Mailed check,3,No
26,6,128.57,Month-to-month,No,Credit card,0,Yes
28,42,39.82,Month-to-month,DSL,Electronic check,8,No
54,56,109.36,Month-to-month,Fiber optic,Bank transfer,7,Yes
34,37,145.98,Month-to-month,No,Electronic check,7,No
32,32,70.68,Two year,DSL,Electronic check,3,No
41,63,86.29,Month-to-month,DSL,Credit card,4,No
73,50,117.05,Two year,Fiber optic,Credit card,6,No
70,67,65.24,Month-to-month,DSL,Mailed check,8,No
37,28,131.68,Month-to-month,Fiber optic,Mailed check,2,Yes
65,36,139.7,Month-to-month,DSL,Bank transfer,6,No
77,48,72.9,Month-to-month,No,Mailed check,5,No
35,11,113.35,Month-to-month,Fiber optic,Electronic check,5,No
18,46,94.04,Month-to-month,Fiber optic,Mailed check,4,No
32,5,47.99,Two year,Fiber optic,Mailed check,5,No
69,29,145.23,One year,DSL,Electronic check,5,No
24,25,58.99,Two year,No,Electronic check,7,Yes
34,62,63.15,Month-to-month,DSL,Electronic check,1,No
77,49,130.12,Month-to-month,Fiber optic,Electronic check,7,No
30,68,128.18,Month-to-month,DSL,Electronic check,3,No
47,3,50.88,Two year,Fiber optic,Credit card,6,Yes
72,69,87.22,Month-to-month,Fiber optic,Electronic check,6,Yes
70,1,136.31,One year,Fiber optic,Bank transfer,3,No
36,58,117.82,Two year,Fiber optic,Bank transfer,8,No
33,5,94.31,One year,No,Mailed check,3,Yes
54,12,52.57,Month-to-month,DSL,Mailed check,2,No
38,2,37.46,Month-to-month,DSL,Bank transfer,8,Yes
63,70,32.44,One year,DSL,Electronic check,8,No
59,11,79.64,One year,No,Mailed check,4,No
43,42,89.47,Month-to-month,DSL,Electronic check,1,No
43,26,88.42,Month-to-month,Fiber optic,Mailed check,5,Yes
24,15,51.09,Month-to-month,Fiber optic,Credit card,1,No
61,2,81.61,Month-to-month,Fiber optic,Bank transfer,1,No
75,43,126.4,Two year,DSL,Electronic check,0,No
72,20,71.08,Two year,No,Electronic check,4,No
58,44,98.62,Month-to-month,Fiber optic,Mailed check,9,No
63,51,78.43,Two year,Fiber optic,Electronic check,6,No
73,31,106.52,One year,No,Bank transfer,8,Yes
31,31,69.91,Two year,DSL,Mailed check,8,Yes
65,8,138.74,One year,No,Credit card,2,No
24,26,28.64,Month-to-month,DSL,Bank transfer,2,Yes
65,48,35.2,Two year,No,Electronic check,3,No
31,54,78.14,One year,DSL,Electronic check,8,No
54,12,50.93,Month-to-month,Fiber optic,Bank transfer,4,No
18,24,29.51,One year,DSL,Electronic check,3,No
18,19,147.93,Month-to-month,Fiber optic,Mailed check,1,Yes
58,42,110.28,Month-to-month,No,Electronic check,6,No
72,57,64.14,Month-to-month,No,Bank transfer,0,No
24,63,140.08,One year,DSL,Bank transfer,8,No
69,48,24.41,Month-to-month,Fiber optic,Electronic check,7,No
64,1,48.7,One year,Fiber optic,Electronic check,5,Yes
63,10,129.88,One year,Fiber optic,Bank transfer,7,No
34,3,125.09,Month-to-month,No,Bank transfer,8,No
72,41,37.14,One year,DSL,Bank transfer,2,No
55,8,103.48,One year,DSL,Electronic check,8,No
29,19,22.08,Month-to-month,DSL,Bank transfer,8,No
72,18,38.49,Month-to-month,DSL,Mailed check,1,No
35,52,79.81,Two year,DSL,Mailed check,8,No
48,42,40.53,Month-to-month,DSL,Credit card,3,Yes
27,25,46.03,Month-to-month,Fiber optic,Electronic check,1,No
42,28,74.6,Month-to-month,Fiber optic,Electronic check,5,No
58,14,36.86,Month-to-month,DSL,Mailed check,3,No
73,6,40.12,Two year,DSL,Bank transfer,7,No
45,24,108.35,Month-to-month,Fiber optic,Electronic check,2,No
56,26,84.2,Month-to-month,Fiber optic,Electronic check,6,No
24,64,70.67,One year,Fiber optic,Bank transfer,0,Yes
32,24,110.75,Two year,Fiber optic,Bank transfer,7,No
53,3,46.01,Month-to-month,No,Bank transfer,8,Yes
20,37,73.12,Two year,No,Electronic check,0,No
39,53,83.09,One year,DSL,Electronic check,6,No
21,25,43.62,Month-to-month,DSL,Credit card,2,No
48,68,42.16,Month-to-month,Fiber optic,Bank transfer,1,No
34,11,95.45,Two year,Fiber optic,Bank transfer,2,No
34,18,110.42,Month-to-month,Fiber optic,Mailed check,3,No
46,71,85.43,Month-to-month,No,Mailed check,1,No
27,11,64.93,Month-to-month,DSL,Electronic check,6,No
65,14,41.06,One year,Fiber optic,Mailed check,1,Yes
45,68,107.66,One year,Fiber optic,Electronic check,3,No
73,51,32.13,One year,Fiber optic,Electronic check,2,Yes
32,29,132.12,One year,Fiber optic,Electronic check,4,No
21,17,114.74,Month-to-month,Fiber optic,Bank transfer,10,No
43,15,88.79,Month-to-month,Fiber optic,Credit card,2,Yes
24,10,58.05,Month-to-month,No,Bank transfer,1,No
41,23,47.61,Month-to-month,Fiber optic,Credit card,10,No
65,10,67.05,Two year,Fiber optic,Electronic check,0,Yes
76,37,85.21,Two year,Fiber optic,Bank transfer,2,No
46,72,97.35,Month-to-month,Fiber optic,Mailed check,10,No
29,30,72.81,Month-to-month,Fiber optic,Credit card,6,No
42,62,88.57,Month-to-month,Fiber optic,Credit card,6,Yes
35,38,136.8,Month-to-month,DSL,Electronic check,0,No
25,63,29.81,Two year,DSL,Electronic check,1,No
67,28,145.08,One year,No,Mailed check,9,No
63,48,67.15,Month-to-month,Fiber optic,Electronic check,4,No
36,38,58.53,One year,Fiber optic,Electronic check,9,No
48,55,73.81,Month-to-month,Fiber optic,Mailed check,8,No
47,65,148.29,Month-to-month,Fiber optic,Bank transfer,3,No
44,13,142.2,One year,Fiber optic,Electronic check,6,No
65,59,127.23,Month-to-month,Fiber optic,Electronic check,0,No
61,15,20.42,One year,No,Credit card,5,No
18,43,81.44,Month-to-month,DSL,Credit card,8,Yes
31,39,78.11,One year,No,Mailed check,3,No
77,30,82.41,Two year,No,Bank transfer,0,Yes
43,61,135.35,Month-to-month,Fiber optic,Electronic check,7,No
46,61,110.34,Month-to-month,DSL,Bank transfer,2,Yes
65,13,44.84,Month-to-month,No,Bank transfer,6,No
65,25,43.02,Month-to-month,Fiber optic,Bank transfer,1,Yes
53,68,51.35,Month-to-month,No,Bank transfer,10,No
75,64,49.95,Month-to-month,DSL,Credit card,3,No
54,14,38.12,Month-to-month,Fiber optic,Mailed check,5,No
72,13,24.35,Month-to-month,No,Electronic check,0,No
46,63,98.0,One year,Fiber optic,Credit card,3,No
31,19,73.22,Month-to-month,No,Bank transfer,10,No
24,67,22.71,Two year,DSL,Electronic check,7,No
52,43,89.04,Two year,Fiber optic,Mailed check,0,No
73,28,129.35,Month-to-month,Fiber optic,Electronic check,0,No
43,51,60.87,Month-to-month,DSL,Bank transfer,9,Yes
63,53,132.77,One year,DSL,Electronic check,1,No
51,67,68.54,Month-to-month,DSL,Bank transfer,6,Yes
67,21,104.74,Two year,DSL,Bank transfer,10,No
66,30,60.17,Month-to-month,No,Bank transfer,7,No
61,48,74.84,Month-to-month,Fiber optic,Credit card,1,No
39,30,51.08,Month-to-month,Fiber optic,Credit card,7,No
43,51,56.95,Month-to-month,DSL,Electronic check,4,No
47,4,66.61,One year,DSL,Electronic check,6,No
68,71,115.1,Two year,No,Electronic check,8,No
55,49,134.6,Month-to-month,Fiber optic,Credit card,6,No
28,53,33.0,One year,Fiber optic,Electronic check,1,No
34,57,28.05,One year,DSL,Bank transfer,0,Yes
37,19,138.31,Two year,DSL,Electronic check,6,No
55,0,102.92,Month-to-month,DSL,Bank transfer,2,No
65,44,75.4,One year,Fiber optic,Mailed check,4,No
27,46,34.8,Two year,No,Mailed check,3,No
62,1,137.42,Month-to-month,No,Bank transfer,4,No
56,21,45.91,Month-to-month,No,Electronic check,5,No
30,53,99.41,One year,DSL,Credit card,10,No
26,54,40.49,One year,Fiber optic,Electronic check,1,Yes
27,65,139.79,Month-to-month,DSL,Mailed check,5,Yes
66,5,66.1,One year,DSL,Mailed check,7,No
32,52,109.67,Month-to-month,DSL,Electronic check,1,No
30,35,77.88,One year,No,Credit card,9,No
43,15,27.87,Month-to-month,DSL,Credit card,1,No
58,63,93.91,One year,DSL,Electronic check,7,No
45,43,80.53,Month-to-month,No,Mailed check,6,Yes
54,71,58.75,Month-to-month,DSL,Electronic check,7,Yes
40,36,93.92,Month-to-month,Fiber optic,Credit card,8,No
44,52,97.18,Month-to-month,DSL,Electronic check,1,No
54,3,81.31,Month-to-month,DSL,Electronic check,4,No
58,6,77.95,Month-to-month,Fiber optic,Mailed check,4,No
63,29,33.07,One year,DSL,Bank transfer,8,Yes
